Nodes:
a0 {'width': 16, 'height': 16, 'fixed': False}
a4086 {'x': 38, 'y': 336, 'orientation': 'S'}
a4087 {'x': 1306, 'y': 912, 'orientation': 'S'}
a4088 {'x': 1004, 'y': 736, 'orientation': 'N'}
a4089 {'x': 1270, 'y': 704, 'orientation': 'N'}
a4090 {'x': 1258, 'y': 800, 'orientation': 'N'}
a4091 {'x': 254, 'y': 1200, 'orientation': 'S'}
a4092 {'x': 276, 'y': 336, 'orientation': 'S'}
a4093 {'x': 601, 'y': 1152, 'orientation': 'N'}
a4094 {'x': 85, 'y': 400, 'orientation': 'S'}
a4095 {'x': 1198, 'y': 944, 'orientation': 'S'}
a4096 {'x': 852, 'y': 1280, 'orientation': 'N'}
a4097 {'x': 168, 'y': 1456, 'orientation': 'S'}
a4098 {'x': 714, 'y': 880, 'orientation': 'S'}
a4099 {'x': 24, 'y': 1008, 'orientation': 'S'}
a4100 {'x': 1246, 'y': 688, 'orientation': 'S'}
a4101 {'x': 387, 'y': 1152, 'orientation': 'N'}
a4102 {'x': 1022, 'y': 896, 'orientation': 'N'}
a4103 {'x': 1238, 'y': 544, 'orientation': 'N'}
a4104 {'x': 835, 'y': 1440, 'orientation': 'N'}
a4105 {'x': 428, 'y': 800, 'orientation': 'N'}
a4106 {'x': 812, 'y': 832, 'orientation': 'N'}
a4107 {'x': 584, 'y': 1200, 'orientation': 'S'}
a4108 {'x': 258, 'y': 1088, 'orientation': 'N'}
a4109 {'x': 1426, 'y': 656, 'orientation': 'S'}
a4110 {'x': 452, 'y': 896, 'orientation': 'N'}
a4111 {'x': 1396, 'y': 688, 'orientation': 'S'}
a4112 {'x': 301, 'y': 1504, 'orientation': 'N'}
a4113 {'x': 872, 'y': 960, 'orientation': 'N'}
a4114 {'x': 1229, 'y': 1328, 'orientation': 'S'}
a4115 {'x': 678, 'y': 560, 'orientation': 'S'}
a4116 {'x': 513, 'y': 1024, 'orientation': 'N'}
a4117 {'x': 1522, 'y': 1136, 'orientation': 'S'}
a4118 {'x': 1494, 'y': 656, 'orientation': 'S'}
a4119 {'x': 1431, 'y': 1152, 'orientation': 'N'}
a4120 {'x': 1234, 'y': 784, 'orientation': 'S'}
a4121 {'x': 57, 'y': 1136, 'orientation': 'S'}
a4122 {'x': 1114, 'y': 944, 'orientation': 'S'}
a4123 {'x': 200, 'y': 976, 'orientation': 'S'}
a4124 {'x': 556, 'y': 1040, 'orientation': 'S'}
a4125 {'x': 1468, 'y': 1504, 'orientation': 'N'}
a4126 {'x': 1030, 'y': 272, 'orientation': 'S'}
a4127 {'x': 1191, 'y': 528, 'orientation': 'S'}
a4128 {'x': 400, 'y': 304, 'orientation': 'S'}
a4129 {'x': 412, 'y': 464, 'orientation': 'S'}
a4130 {'x': 1010, 'y': 560, 'orientation': 'S'}
a4131 {'x': 250, 'y': 1056, 'orientation': 'N'}
a4132 {'x': 303, 'y': 0, 'orientation': 'N'}
a4133 {'x': 492, 'y': 960, 'orientation': 'N'}
a4134 {'x': 1003, 'y': 576, 'orientation': 'N'}
a4135 {'x': 1376, 'y': 592, 'orientation': 'S'}
a4136 {'x': 627, 'y': 848, 'orientation': 'S'}
a4137 {'x': 1055, 'y': 384, 'orientation': 'N'}
a4138 {'x': 650, 'y': 80, 'orientation': 'S'}
a4139 {'x': 870, 'y': 864, 'orientation': 'N'}
a4140 {'x': 52, 'y': 608, 'orientation': 'N'}
a4141 {'x': 542, 'y': 256, 'orientation': 'N'}
a4142 {'x': 1280, 'y': 912, 'orientation': 'S'}
a4143 {'x': 266, 'y': 1440, 'orientation': 'N'}
a4144 {'x': 983, 'y': 576, 'orientation': 'N'}
a4145 {'x': 638, 'y': 64, 'orientation': 'N'}
a4146 {'x': 1316, 'y': 1088, 'orientation': 'N'}
a4147 {'x': 821, 'y': 592, 'orientation': 'S'}
a4148 {'x': 1532, 'y': 992, 'orientation': 'N'}
a4149 {'x': 1167, 'y': 1152, 'orientation': 'N'}
a4150 {'x': 74, 'y': 336, 'orientation': 'S'}
a4151 {'x': 281, 'y': 752, 'orientation': 'S'}
a4152 {'x': 197, 'y': 1152, 'orientation': 'N'}
a4153 {'x': 468, 'y': 1296, 'orientation': 'S'}
a4154 {'x': 755, 'y': 736, 'orientation': 'N'}
a4155 {'x': 36, 'y': 800, 'orientation': 'N'}
a4156 {'x': 1504, 'y': 960, 'orientation': 'N'}
a4157 {'x': 794, 'y': 336, 'orientation': 'S'}
a4158 {'x': 922, 'y': 1088, 'orientation': 'N'}
a4159 {'x': 1483, 'y': 1152, 'orientation': 'N'}
a4160 {'x': 433, 'y': 688, 'orientation': 'S'}
a4161 {'x': 496, 'y': 1136, 'orientation': 'S'}
a4162 {'x': 846, 'y': 1344, 'orientation': 'N'}
a4163 {'x': 312, 'y': 832, 'orientation': 'N'}
a4164 {'x': 188, 'y': 1008, 'orientation': 'S'}
a4165 {'x': 1053, 'y': 1248, 'orientation': 'N'}
a4166 {'x': 250, 'y': 992, 'orientation': 'N'}
a4167 {'x': 109, 'y': 1472, 'orientation': 'N'}
a4168 {'x': 918, 'y': 896, 'orientation': 'N'}
a4169 {'x': 1476, 'y': 432, 'orientation': 'S'}
a4170 {'x': 33, 'y': 1152, 'orientation': 'N'}
a4171 {'x': 289, 'y': 160, 'orientation': 'N'}
a4172 {'x': 652, 'y': 496, 'orientation': 'S'}
a4173 {'x': 1253, 'y': 768, 'orientation': 'N'}
a4174 {'x': 821, 'y': 1008, 'orientation': 'S'}
a4175 {'x': 1426, 'y': 1424, 'orientation': 'S'}
a4176 {'x': 305, 'y': 1280, 'orientation': 'N'}
a4177 {'x': 381, 'y': 192, 'orientation': 'N'}
a4178 {'x': 1222, 'y': 1072, 'orientation': 'S'}
a4179 {'x': 18, 'y': 1072, 'orientation': 'S'}
a4180 {'x': 1320, 'y': 752, 'orientation': 'S'}
a4181 {'x': 984, 'y': 1312, 'orientation': 'N'}
a4182 {'x': 365, 'y': 144, 'orientation': 'S'}
a4183 {'x': 704, 'y': 688, 'orientation': 'S'}
a4184 {'x': 989, 'y': 528, 'orientation': 'S'}
a4185 {'x': 737, 'y': 816, 'orientation': 'S'}
a4186 {'x': 1344, 'y': 272, 'orientation': 'S'}
a4187 {'x': 587, 'y': 848, 'orientation': 'S'}
a4188 {'x': 55, 'y': 64, 'orientation': 'N'}
a4189 {'x': 1129, 'y': 208, 'orientation': 'S'}
a4190 {'x': 1411, 'y': 1440, 'orientation': 'N'}
a4191 {'x': 1330, 'y': 816, 'orientation': 'S'}
a4192 {'x': 175, 'y': 720, 'orientation': 'S'}
a4193 {'x': 730, 'y': 1120, 'orientation': 'N'}
a4194 {'x': 608, 'y': 1472, 'orientation': 'N'}
a4195 {'x': 61, 'y': 1280, 'orientation': 'N'}
a4196 {'x': 364, 'y': 832, 'orientation': 'N'}
a4197 {'x': 1246, 'y': 1120, 'orientation': 'N'}
a4198 {'x': 49, 'y': 1312, 'orientation': 'N'}
a4199 {'x': 1279, 'y': 528, 'orientation': 'S'}
a4200 {'x': 1042, 'y': 720, 'orientation': 'S'}
a4201 {'x': 310, 'y': 1088, 'orientation': 'N'}
a4202 {'x': 194, 'y': 336, 'orientation': 'S'}
a4203 {'x': 1311, 'y': 304, 'orientation': 'S'}
a4204 {'x': 1186, 'y': 1264, 'orientation': 'S'}
a4205 {'x': 1413, 'y': 576, 'orientation': 'N'}
a4206 {'x': 1016, 'y': 1456, 'orientation': 'S'}
a4207 {'x': 198, 'y': 1216, 'orientation': 'N'}
a4208 {'x': 827, 'y': 1456, 'orientation': 'S'}
a4209 {'x': 758, 'y': 1344, 'orientation': 'N'}
a4210 {'x': 352, 'y': 1072, 'orientation': 'S'}
a4211 {'x': 1240, 'y': 912, 'orientation': 'S'}
a4212 {'x': 778, 'y': 656, 'orientation': 'S'}
a4213 {'x': 925, 'y': 880, 'orientation': 'S'}
a4214 {'x': 459, 'y': 1248, 'orientation': 'N'}
a4215 {'x': 686, 'y': 96, 'orientation': 'N'}
a4216 {'x': 1199, 'y': 144, 'orientation': 'S'}
a4217 {'x': 1108, 'y': 1232, 'orientation': 'S'}
a4218 {'x': 320, 'y': 1104, 'orientation': 'S'}
a4219 {'x': 1356, 'y': 800, 'orientation': 'N'}
a4220 {'x': 176, 'y': 1328, 'orientation': 'S'}
a4221 {'x': 531, 'y': 608, 'orientation': 'N'}
a4222 {'x': 208, 'y': 1488, 'orientation': 'S'}
a4223 {'x': 295, 'y': 16, 'orientation': 'S'}
a4224 {'x': 704, 'y': 1088, 'orientation': 'N'}
a4225 {'x': 1300, 'y': 752, 'orientation': 'S'}
a4226 {'x': 1180, 'y': 1136, 'orientation': 'S'}
a4227 {'x': 578, 'y': 1472, 'orientation': 'N'}
a4228 {'x': 112, 'y': 608, 'orientation': 'N'}
a4229 {'x': 803, 'y': 800, 'orientation': 'N'}
a4230 {'x': 1064, 'y': 896, 'orientation': 'N'}
a4231 {'x': 900, 'y': 960, 'orientation': 'N'}
a4232 {'x': 522, 'y': 1200, 'orientation': 'S'}
a4233 {'x': 272, 'y': 896, 'orientation': 'N'}
a4234 {'x': 1319, 'y': 1248, 'orientation': 'N'}
a4235 {'x': 880, 'y': 768, 'orientation': 'N'}
a4236 {'x': 84, 'y': 1072, 'orientation': 'S'}
a4237 {'x': 537, 'y': 144, 'orientation': 'S'}
a4238 {'x': 203, 'y': 576, 'orientation': 'N'}
a4239 {'x': 822, 'y': 1408, 'orientation': 'N'}
a4240 {'x': 704, 'y': 928, 'orientation': 'N'}
a4241 {'x': 244, 'y': 320, 'orientation': 'N'}
a4242 {'x': 518, 'y': 880, 'orientation': 'S'}
a4243 {'x': 1499, 'y': 1440, 'orientation': 'N'}
a4244 {'x': 943, 'y': 0, 'orientation': 'N'}
a4245 {'x': 583, 'y': 1440, 'orientation': 'N'}
a4246 {'x': 1392, 'y': 272, 'orientation': 'S'}
a4247 {'x': 1300, 'y': 800, 'orientation': 'N'}
a4248 {'x': 1151, 'y': 1472, 'orientation': 'N'}
a4249 {'x': 460, 'y': 928, 'orientation': 'N'}
a4250 {'x': 936, 'y': 1376, 'orientation': 'N'}
a4251 {'x': 97, 'y': 576, 'orientation': 'N'}
a4252 {'x': 1314, 'y': 1024, 'orientation': 'N'}
a4253 {'x': 364, 'y': 816, 'orientation': 'S'}
a4254 {'x': 1403, 'y': 1200, 'orientation': 'S'}
a4255 {'x': 14, 'y': 320, 'orientation': 'N'}
a4256 {'x': 36, 'y': 464, 'orientation': 'S'}
a4257 {'x': 1172, 'y': 960, 'orientation': 'N'}
a4258 {'x': 1020, 'y': 1104, 'orientation': 'S'}
a4259 {'x': 21, 'y': 480, 'orientation': 'N'}
a4260 {'x': 1006, 'y': 688, 'orientation': 'S'}
a4261 {'x': 1000, 'y': 1456, 'orientation': 'S'}
a4262 {'x': 922, 'y': 16, 'orientation': 'S'}
a4263 {'x': 704, 'y': 64, 'orientation': 'N'}
a4264 {'x': 852, 'y': 624, 'orientation': 'S'}
a4265 {'x': 519, 'y': 656, 'orientation': 'S'}
a4266 {'x': 1492, 'y': 704, 'orientation': 'N'}
a4267 {'x': 1130, 'y': 992, 'orientation': 'N'}
a4268 {'x': 693, 'y': 736, 'orientation': 'N'}
a4269 {'x': 197, 'y': 576, 'orientation': 'N'}
a4270 {'x': 810, 'y': 912, 'orientation': 'S'}
a4271 {'x': 199, 'y': 1472, 'orientation': 'N'}
a4272 {'x': 294, 'y': 832, 'orientation': 'N'}
a4273 {'x': 900, 'y': 144, 'orientation': 'S'}
a4274 {'x': 410, 'y': 1264, 'orientation': 'S'}
a4275 {'x': 401, 'y': 80, 'orientation': 'S'}
a4276 {'x': 882, 'y': 768, 'orientation': 'N'}
a4277 {'x': 1413, 'y': 1008, 'orientation': 'S'}
a4278 {'x': 568, 'y': 1104, 'orientation': 'S'}
a4279 {'x': 710, 'y': 720, 'orientation': 'S'}
a4280 {'x': 1468, 'y': 592, 'orientation': 'S'}
a4281 {'x': 986, 'y': 928, 'orientation': 'N'}
a4282 {'x': 54, 'y': 1232, 'orientation': 'S'}
a4283 {'x': 1433, 'y': 848, 'orientation': 'S'}
a4284 {'x': 16, 'y': 320, 'orientation': 'N'}
a4285 {'x': 1499, 'y': 576, 'orientation': 'N'}
a4286 {'x': 1170, 'y': 1072, 'orientation': 'S'}
a4287 {'x': 68, 'y': 752, 'orientation': 'S'}
a4288 {'x': 888, 'y': 624, 'orientation': 'S'}
a4289 {'x': 1475, 'y': 336, 'orientation': 'S'}
a4290 {'x': 241, 'y': 1424, 'orientation': 'S'}
a4291 {'x': 212, 'y': 800, 'orientation': 'N'}
a4292 {'x': 369, 'y': 432, 'orientation': 'S'}
a4293 {'x': 358, 'y': 880, 'orientation': 'S'}
a4294 {'x': 162, 'y': 352, 'orientation': 'N'}
a4295 {'x': 920, 'y': 1504, 'orientation': 'N'}
a4296 {'x': 195, 'y': 464, 'orientation': 'S'}
a4297 {'x': 323, 'y': 672, 'orientation': 'N'}
a4298 {'x': 308, 'y': 512, 'orientation': 'N'}
a4299 {'x': 70, 'y': 992, 'orientation': 'N'}
a4300 {'x': 1198, 'y': 976, 'orientation': 'S'}
a4301 {'x': 708, 'y': 96, 'orientation': 'N'}
a4302 {'x': 504, 'y': 896, 'orientation': 'N'}
a4303 {'x': 813, 'y': 800, 'orientation': 'N'}
a4304 {'x': 1286, 'y': 1232, 'orientation': 'S'}
a4305 {'x': 557, 'y': 1440, 'orientation': 'N'}
a4306 {'x': 762, 'y': 1056, 'orientation': 'N'}
a4307 {'x': 1038, 'y': 1104, 'orientation': 'S'}
a4308 {'x': 1523, 'y': 320, 'orientation': 'N'}
a4309 {'x': 558, 'y': 608, 'orientation': 'N'}
a4310 {'x': 389, 'y': 752, 'orientation': 'S'}
a4311 {'x': 1184, 'y': 1104, 'orientation': 'S'}
a4312 {'x': 795, 'y': 1296, 'orientation': 'S'}
a4313 {'x': 972, 'y': 1216, 'orientation': 'N'}
a4314 {'x': 351, 'y': 768, 'orientation': 'N'}
a4315 {'x': 1358, 'y': 896, 'orientation': 'N'}
a4316 {'x': 292, 'y': 896, 'orientation': 'N'}
a4317 {'x': 207, 'y': 64, 'orientation': 'N'}
a4318 {'x': 334, 'y': 912, 'orientation': 'S'}
a4319 {'x': 376, 'y': 1520, 'orientation': 'S'}
a4320 {'x': 327, 'y': 176, 'orientation': 'S'}
a4321 {'x': 655, 'y': 448, 'orientation': 'N'}
a4322 {'x': 543, 'y': 1488, 'orientation': 'S'}
a4323 {'x': 393, 'y': 752, 'orientation': 'S'}
a4324 {'x': 879, 'y': 816, 'orientation': 'S'}
a4325 {'x': 814, 'y': 1408, 'orientation': 'N'}
a4326 {'x': 398, 'y': 272, 'orientation': 'S'}
a4327 {'x': 962, 'y': 1376, 'orientation': 'N'}
a4328 {'x': 46, 'y': 752, 'orientation': 'S'}
a4329 {'x': 1238, 'y': 944, 'orientation': 'S'}
a4330 {'x': 892, 'y': 96, 'orientation': 'N'}
a4331 {'x': 1292, 'y': 1232, 'orientation': 'S'}
a4332 {'x': 442, 'y': 992, 'orientation': 'N'}
a4333 {'x': 966, 'y': 1072, 'orientation': 'S'}
a4334 {'x': 1540, 'y': 944, 'orientation': 'S'}
a4335 {'x': 476, 'y': 1200, 'orientation': 'S'}
a4336 {'x': 1236, 'y': 832, 'orientation': 'N'}
a4337 {'x': 1096, 'y': 32, 'orientation': 'N'}
a4338 {'x': 746, 'y': 944, 'orientation': 'S'}
a4339 {'x': 672, 'y': 80, 'orientation': 'S'}
a4340 {'x': 875, 'y': 1040, 'orientation': 'S'}
a4341 {'x': 1451, 'y': 544, 'orientation': 'N'}
a4342 {'x': 1480, 'y': 1392, 'orientation': 'S'}
a4343 {'x': 1117, 'y': 752, 'orientation': 'S'}
a4344 {'x': 916, 'y': 1024, 'orientation': 'N'}
a4345 {'x': 754, 'y': 752, 'orientation': 'S'}
a4346 {'x': 1446, 'y': 1056, 'orientation': 'N'}
a4347 {'x': 925, 'y': 848, 'orientation': 'S'}
a4348 {'x': 964, 'y': 400, 'orientation': 'S'}
a4349 {'x': 434, 'y': 1104, 'orientation': 'S'}
a4350 {'x': 556, 'y': 976, 'orientation': 'S'}
a4351 {'x': 669, 'y': 1152, 'orientation': 'N'}
a4352 {'x': 133, 'y': 32, 'orientation': 'N'}
a4353 {'x': 146, 'y': 832, 'orientation': 'N'}
a4354 {'x': 897, 'y': 64, 'orientation': 'N'}
a4355 {'x': 462, 'y': 1072, 'orientation': 'S'}
a4356 {'x': 950, 'y': 1328, 'orientation': 'S'}
a4357 {'x': 845, 'y': 1264, 'orientation': 'S'}
a4358 {'x': 1418, 'y': 1104, 'orientation': 'S'}
a4359 {'x': 416, 'y': 1120, 'orientation': 'N'}
a4360 {'x': 938, 'y': 1120, 'orientation': 'N'}
a4361 {'x': 39, 'y': 768, 'orientation': 'N'}
a4362 {'x': 1198, 'y': 1488, 'orientation': 'S'}
a4363 {'x': 1115, 'y': 1456, 'orientation': 'S'}
a4364 {'x': 393, 'y': 736, 'orientation': 'N'}
a4365 {'x': 448, 'y': 912, 'orientation': 'S'}
a4366 {'x': 476, 'y': 272, 'orientation': 'S'}
a4367 {'x': 249, 'y': 848, 'orientation': 'S'}
a4368 {'x': 1020, 'y': 688, 'orientation': 'S'}
a4369 {'x': 180, 'y': 1136, 'orientation': 'S'}
a4370 {'x': 930, 'y': 80, 'orientation': 'S'}
a4371 {'x': 339, 'y': 704, 'orientation': 'N'}
a4372 {'x': 1330, 'y': 544, 'orientation': 'N'}
a4373 {'x': 1326, 'y': 1120, 'orientation': 'N'}
a4374 {'x': 1199, 'y': 1504, 'orientation': 'N'}
a4375 {'x': 517, 'y': 1456, 'orientation': 'S'}
a4376 {'x': 303, 'y': 368, 'orientation': 'S'}
a4377 {'x': 1008, 'y': 32, 'orientation': 'N'}
a4378 {'x': 985, 'y': 256, 'orientation': 'N'}
a4379 {'x': 216, 'y': 1056, 'orientation': 'N'}
a4380 {'x': 1446, 'y': 928, 'orientation': 'N'}
a4381 {'x': 289, 'y': 608, 'orientation': 'N'}
a4382 {'x': 327, 'y': 64, 'orientation': 'N'}
a4383 {'x': 1459, 'y': 1456, 'orientation': 'S'}
a4384 {'x': 860, 'y': 608, 'orientation': 'N'}
a4385 {'x': 1406, 'y': 560, 'orientation': 'S'}
a4386 {'x': 1434, 'y': 496, 'orientation': 'S'}
a4387 {'x': 326, 'y': 912, 'orientation': 'S'}
a4388 {'x': 1177, 'y': 80, 'orientation': 'S'}
a4389 {'x': 863, 'y': 1472, 'orientation': 'N'}
a4390 {'x': 1140, 'y': 928, 'orientation': 'N'}
a4391 {'x': 515, 'y': 1424, 'orientation': 'S'}
a4392 {'x': 68, 'y': 736, 'orientation': 'N'}
a4393 {'x': 490, 'y': 1088, 'orientation': 'N'}
a4394 {'x': 675, 'y': 992, 'orientation': 'N'}
a4395 {'x': 268, 'y': 928, 'orientation': 'N'}
a4396 {'x': 854, 'y': 1376, 'orientation': 'N'}
a4397 {'x': 750, 'y': 256, 'orientation': 'N'}
a4398 {'x': 196, 'y': 1488, 'orientation': 'S'}
a4399 {'x': 458, 'y': 864, 'orientation': 'N'}
a4400 {'x': 739, 'y': 1008, 'orientation': 'S'}
a4401 {'x': 910, 'y': 928, 'orientation': 'N'}
a4402 {'x': 539, 'y': 736, 'orientation': 'N'}
a4403 {'x': 946, 'y': 1456, 'orientation': 'S'}
a4404 {'x': 1202, 'y': 896, 'orientation': 'N'}
a4405 {'x': 1049, 'y': 416, 'orientation': 'N'}
a4406 {'x': 1368, 'y': 1216, 'orientation': 'N'}
a4407 {'x': 1109, 'y': 1472, 'orientation': 'N'}
a4408 {'x': 36, 'y': 1088, 'orientation': 'N'}
a4409 {'x': 1532, 'y': 1376, 'orientation': 'N'}
a4410 {'x': 424, 'y': 912, 'orientation': 'S'}
a4411 {'x': 357, 'y': 320, 'orientation': 'N'}
a4412 {'x': 1088, 'y': 224, 'orientation': 'N'}
a4413 {'x': 543, 'y': 1376, 'orientation': 'N'}
a4414 {'x': 1404, 'y': 1264, 'orientation': 'S'}
a4415 {'x': 562, 'y': 896, 'orientation': 'N'}
a4416 {'x': 1296, 'y': 816, 'orientation': 'S'}
a4417 {'x': 774, 'y': 1424, 'orientation': 'S'}
a4418 {'x': 265, 'y': 688, 'orientation': 'S'}
a4419 {'x': 435, 'y': 64, 'orientation': 'N'}
a4420 {'x': 443, 'y': 656, 'orientation': 'S'}
a4421 {'x': 602, 'y': 352, 'orientation': 'N'}
a4422 {'x': 1514, 'y': 896, 'orientation': 'N'}
a4423 {'x': 644, 'y': 1216, 'orientation': 'N'}
a4424 {'x': 110, 'y': 1168, 'orientation': 'S'}
a4425 {'x': 256, 'y': 1360, 'orientation': 'S'}
a4426 {'x': 648, 'y': 912, 'orientation': 'S'}
a4427 {'x': 31, 'y': 304, 'orientation': 'S'}
a4428 {'x': 1321, 'y': 240, 'orientation': 'S'}
a4429 {'x': 583, 'y': 1024, 'orientation': 'N'}
a4430 {'x': 46, 'y': 720, 'orientation': 'S'}
a4431 {'x': 1035, 'y': 112, 'orientation': 'S'}
a4432 {'x': 666, 'y': 864, 'orientation': 'N'}
a4433 {'x': 546, 'y': 496, 'orientation': 'S'}
a4434 {'x': 878, 'y': 1408, 'orientation': 'N'}
a4435 {'x': 1280, 'y': 544, 'orientation': 'N'}
a4436 {'x': 1308, 'y': 1072, 'orientation': 'S'}
a4437 {'x': 210, 'y': 832, 'orientation': 'N'}
a4438 {'x': 918, 'y': 432, 'orientation': 'S'}
a4439 {'x': 1180, 'y': 1056, 'orientation': 'N'}
a4440 {'x': 294, 'y': 512, 'orientation': 'N'}
a4441 {'x': 73, 'y': 192, 'orientation': 'N'}
a4442 {'x': 165, 'y': 544, 'orientation': 'N'}
a4443 {'x': 103, 'y': 400, 'orientation': 'S'}
a4444 {'x': 0, 'y': 752, 'orientation': 'S'}
a4445 {'x': 755, 'y': 240, 'orientation': 'S'}
a4446 {'x': 356, 'y': 208, 'orientation': 'S'}
a4447 {'x': 1379, 'y': 1440, 'orientation': 'N'}
a4448 {'x': 390, 'y': 1216, 'orientation': 'N'}
a4449 {'x': 475, 'y': 1168, 'orientation': 'S'}
a4450 {'x': 178, 'y': 1056, 'orientation': 'N'}
a4451 {'x': 658, 'y': 944, 'orientation': 'S'}
a4452 {'x': 325, 'y': 1280, 'orientation': 'N'}
a4453 {'x': 106, 'y': 992, 'orientation': 'N'}
a4454 {'x': 1433, 'y': 1040, 'orientation': 'S'}
a4455 {'x': 1061, 'y': 704, 'orientation': 'N'}
a4456 {'x': 1475, 'y': 544, 'orientation': 'N'}
a4457 {'x': 897, 'y': 1472, 'orientation': 'N'}
a4458 {'x': 541, 'y': 1424, 'orientation': 'S'}
a4459 {'x': 814, 'y': 336, 'orientation': 'S'}
a4460 {'x': 399, 'y': 1456, 'orientation': 'S'}
a4461 {'x': 684, 'y': 112, 'orientation': 'S'}
a4462 {'x': 138, 'y': 752, 'orientation': 'S'}
a4463 {'x': 834, 'y': 928, 'orientation': 'N'}
a4464 {'x': 680, 'y': 928, 'orientation': 'N'}
a4465 {'x': 802, 'y': 336, 'orientation': 'S'}
a4466 {'x': 240, 'y': 1488, 'orientation': 'S'}
a4467 {'x': 596, 'y': 1136, 'orientation': 'S'}
a4468 {'x': 502, 'y': 448, 'orientation': 'N'}
a4469 {'x': 1282, 'y': 1024, 'orientation': 'N'}
a4470 {'x': 1282, 'y': 656, 'orientation': 'S'}
a4471 {'x': 517, 'y': 160, 'orientation': 'N'}
a4472 {'x': 80, 'y': 784, 'orientation': 'S'}
a4473 {'x': 87, 'y': 64, 'orientation': 'N'}
a4474 {'x': 74, 'y': 704, 'orientation': 'N'}
a4475 {'x': 805, 'y': 1040, 'orientation': 'S'}
a4476 {'x': 567, 'y': 1040, 'orientation': 'S'}
a4477 {'x': 190, 'y': 1072, 'orientation': 'S'}
a4478 {'x': 283, 'y': 704, 'orientation': 'N'}
a4479 {'x': 673, 'y': 752, 'orientation': 'S'}
a4480 {'x': 998, 'y': 1424, 'orientation': 'S'}
a4481 {'x': 126, 'y': 1392, 'orientation': 'S'}
a4482 {'x': 1198, 'y': 816, 'orientation': 'S'}
a4483 {'x': 275, 'y': 608, 'orientation': 'N'}
a4484 {'x': 787, 'y': 816, 'orientation': 'S'}
a4485 {'x': 348, 'y': 1216, 'orientation': 'N'}
a4486 {'x': 958, 'y': 928, 'orientation': 'N'}
a4487 {'x': 1009, 'y': 48, 'orientation': 'S'}
a4488 {'x': 1060, 'y': 1296, 'orientation': 'S'}
a4489 {'x': 150, 'y': 592, 'orientation': 'S'}
a4490 {'x': 106, 'y': 96, 'orientation': 'N'}
a4491 {'x': 1227, 'y': 128, 'orientation': 'N'}
a4492 {'x': 301, 'y': 128, 'orientation': 'N'}
a4493 {'x': 719, 'y': 816, 'orientation': 'S'}
a4494 {'x': 1123, 'y': 848, 'orientation': 'S'}
a4495 {'x': 918, 'y': 608, 'orientation': 'N'}
a4496 {'x': 497, 'y': 272, 'orientation': 'S'}
a4497 {'x': 1221, 'y': 208, 'orientation': 'S'}
a4498 {'x': 1117, 'y': 208, 'orientation': 'S'}
a4499 {'x': 709, 'y': 848, 'orientation': 'S'}
a4500 {'x': 181, 'y': 624, 'orientation': 'S'}
a4501 {'x': 298, 'y': 96, 'orientation': 'N'}
a4502 {'x': 1100, 'y': 960, 'orientation': 'N'}
a4503 {'x': 873, 'y': 64, 'orientation': 'N'}
a4504 {'x': 350, 'y': 800, 'orientation': 'N'}
a4505 {'x': 798, 'y': 672, 'orientation': 'N'}
a4506 {'x': 118, 'y': 208, 'orientation': 'S'}
a4507 {'x': 215, 'y': 368, 'orientation': 'S'}
a4508 {'x': 1437, 'y': 544, 'orientation': 'N'}
a4509 {'x': 392, 'y': 1104, 'orientation': 'S'}
a4510 {'x': 378, 'y': 1136, 'orientation': 'S'}
a4511 {'x': 1031, 'y': 448, 'orientation': 'N'}
a4512 {'x': 25, 'y': 240, 'orientation': 'S'}
a4513 {'x': 528, 'y': 1296, 'orientation': 'S'}
a4514 {'x': 1457, 'y': 192, 'orientation': 'N'}
a4515 {'x': 1527, 'y': 1440, 'orientation': 'N'}
a4516 {'x': 1348, 'y': 720, 'orientation': 'S'}
a4517 {'x': 996, 'y': 944, 'orientation': 'S'}
a4518 {'x': 228, 'y': 1024, 'orientation': 'N'}
a4519 {'x': 495, 'y': 688, 'orientation': 'S'}
a4520 {'x': 1258, 'y': 1072, 'orientation': 'S'}
a4521 {'x': 568, 'y': 992, 'orientation': 'N'}
a4522 {'x': 1014, 'y': 1424, 'orientation': 'S'}
a4523 {'x': 873, 'y': 1312, 'orientation': 'N'}
a4524 {'x': 918, 'y': 720, 'orientation': 'S'}
a4525 {'x': 1334, 'y': 992, 'orientation': 'N'}
a4526 {'x': 1444, 'y': 1104, 'orientation': 'S'}
a4527 {'x': 1274, 'y': 864, 'orientation': 'N'}
a4528 {'x': 854, 'y': 912, 'orientation': 'S'}
a4529 {'x': 423, 'y': 848, 'orientation': 'S'}
a4530 {'x': 845, 'y': 48, 'orientation': 'S'}
a4531 {'x': 652, 'y': 928, 'orientation': 'N'}
a4532 {'x': 1340, 'y': 912, 'orientation': 'S'}
a4533 {'x': 635, 'y': 848, 'orientation': 'S'}
a4534 {'x': 1242, 'y': 176, 'orientation': 'S'}
a4535 {'x': 154, 'y': 384, 'orientation': 'N'}
a4536 {'x': 1258, 'y': 320, 'orientation': 'N'}
a4537 {'x': 700, 'y': 1424, 'orientation': 'S'}
a4538 {'x': 1155, 'y': 768, 'orientation': 'N'}
a4539 {'x': 916, 'y': 1184, 'orientation': 'N'}
a4540 {'x': 782, 'y': 560, 'orientation': 'S'}
